Company,Area,Skill,Count,% of Profiles
Apple,Industry Knowledge,Computer Science,20,10%
Microsoft,Industry Knowledge,Computer Science,42,13%
Microsoft,Industry Knowledge,Computer Security,5,2%
Microsoft,other skills,Computer Simulation,1,0%
Google,Industry Knowledge,Computer Vision,2,1%
Facebook,Industry Knowledge,Computer Vision,8,2%
Amazon,Industry Knowledge,Computer Vision,5,3%
Apple,Industry Knowledge,Computer Vision,6,3%
Microsoft,Industry Knowledge,Computer Vision,16,5%
Google,other skills,Computers,1,1%
Facebook,other skills,comScore,1,0%
Google,other skills,comScore,1,1%
Facebook,other skills,COMSOL,2,1%
Amazon,other skills,Concurrent Programming,1,1%
Facebook,other skills,Condensed Matter Physics,1,0%
Microsoft,Industry Knowledge,Confocal Microscopy,1,0%
Facebook,Industry Knowledge,Confocal Microscopy,3,1%
Google,Industry Knowledge,Confocal Microscopy,1,1%
Facebook,other skills,Conjoint Analysis,1,0%
Google,Industry Knowledge,Construction,1,1%
Facebook,other skills,Construction,1,0%
Facebook,other skills,Constructive Feedback,2,1%
Microsoft,Industry Knowledge,Consulting,6,2%
Amazon,Industry Knowledge,Consulting,6,3%
Facebook,Industry Knowledge,Consulting,15,4%
Google,Industry Knowledge,Consulting,6,4%
Facebook,other skills,Consumer,1,0%
Microsoft,Industry Knowledge,Consumer Behavior,1,0%
Microsoft,Industry Knowledge,Consumer Behaviour,2,1%
Facebook,other skills,Consumer Data Analysis,1,0%
Google,other skills,Consumer Finance,1,1%
Facebook,other skills,Consumer Insight,1,0%
Microsoft,other skills,Consumer Insight,1,0%
Microsoft,Industry Knowledge,Consumer Products,1,0%
Microsoft,other skills,Content Distribution Networks,1,0%
Facebook,Industry Knowledge,Content Marketing,1,0%
Facebook,Industry Knowledge,Content Strategy,1,0%
Microsoft,Industry Knowledge,Continuous Improvement,1,0%
Facebook,other skills,Control Theory,1,0%
Facebook,Industry Knowledge,Conversion Optimization,4,1%
Google,Industry Knowledge,Conversion Optimization,2,1%
Microsoft,other skills,Convex Optimization,1,0%
Google,other skills,Convex Optimization,2,1%
Facebook,other skills,Convio,1,0%
Amazon,other skills,Convolutional Neural Network,1,1%
Amazon,other skills,Convolutional Neural Networks,1,1%
Facebook,Industry Knowledge,Copy Editing,1,0%
Facebook,Tools and Technologies,Core Java,1,0%
Amazon,Tools and Technologies,Core Java,2,1%
Microsoft,Tools and Technologies,Core Java,2,1%
Google,other skills,Corporate Credit,1,1%
Facebook,Industry Knowledge,Corporate Development,1,0%
Google,Industry Knowledge,Corporate Finance,2,1%
Microsoft,Industry Knowledge,Corporate Finance,3,1%
Facebook,Industry Knowledge,Corporate Finance,10,3%
Facebook,other skills,Corporate Relations,1,0%
Amazon,Industry Knowledge,Corporate Tax,1,1%
Facebook,other skills,COSMOS,1,0%
Microsoft,other skills,COSMOS,1,0%
Facebook,other skills,Cost Model Development,1,0%
Facebook,other skills,Costume Design,1,0%
Google,other skills,CPA Marketing,1,1%
Google,other skills,CPC Marketing,1,1%
Amazon,other skills,CPLEX,2,1%
Facebook,other skills,CPLEX,2,1%
Google,other skills,CPLEX,1,1%
Microsoft,other skills,CPLEX,2,1%
Facebook,other skills,CQG,1,0%
Facebook,other skills,Craft Beer,1,0%
Facebook,other skills,Creative Concept Design,1,0%
Amazon,interpersonal skills,Creative Problem Solving,1,1%
Microsoft,interpersonal skills,Creative Problem Solving,2,1%
Microsoft,Industry Knowledge,Creative Writing,1,0%
Amazon,Industry Knowledge,Creative Writing,1,1%
Facebook,Industry Knowledge,Creative Writing,2,1%
Microsoft,other skills,Creativity,1,0%
Facebook,Industry Knowledge,Credit,1,0%
Facebook,Industry Knowledge,Credit Analysis,1,0%
Microsoft,Industry Knowledge,Credit Analysis,2,1%
Facebook,other skills,Credit Card Analytics,1,0%
Facebook,other skills,Credit Card Fraud,1,0%
Amazon,Industry Knowledge,Credit Cards,2,1%
Facebook,Industry Knowledge,Credit Cards,5,1%
Google,Industry Knowledge,Credit Cards,1,1%
Facebook,Industry Knowledge,Credit Risk,5,1%
Google,Industry Knowledge,Credit Risk,1,1%
Amazon,Industry Knowledge,Credit Risk,4,2%
Microsoft,Industry Knowledge,Credit Risk,7,2%
Amazon,other skills,Credit Scoring,1,1%
Microsoft,other skills,CRISP-DM,1,0%
Amazon,other skills,CRISP-DM,1,1%
Microsoft,interpersonal skills,Critical Thinking,1,0%
Facebook,interpersonal skills,Critical Thinking,2,1%
Google,interpersonal skills,Critical Thinking,1,1%
Amazon,Industry Knowledge,CRM,5,3%
Apple,Industry Knowledge,CRM,5,3%
Facebook,Industry Knowledge,CRM,11,3%
Microsoft,Industry Knowledge,CRM,10,3%
Google,Industry Knowledge,CRM,6,4%
Amazon,Industry Knowledge,CRM Analytics,1,1%
Microsoft,other skills,Cross-functional Collaborations,1,0%
Facebook,interpersonal skills,Cross-functional Team Leadership,4,1%
Amazon,interpersonal skills,Cross-functional Team Leadership,4,2%
Google,interpersonal skills,Cross-functional Team Leadership,4,3%
Microsoft,interpersonal skills,Cross-functional Team Leadership,10,3%
Microsoft,other skills,Crowdsourcing,2,1%
Microsoft,other skills,Cryptography,1,0%
Amazon,other skills,Cryptography,1,1%
Microsoft,other skills,Crystal Ball,1,0%
Facebook,other skills,Crystal Ball,2,1%
Facebook,Tools and Technologies,Crystal Reports,1,0%
Amazon,Tools and Technologies,CSS,6,3%
Microsoft,Tools and Technologies,CSS,10,3%
Facebook,Tools and Technologies,CSS,13,4%
Google,Tools and Technologies,CSS,5,4%
Facebook,other skills,CUDA,1,0%
Google,other skills,CUDA,1,1%
Microsoft,other skills,CUDA,2,1%
Facebook,Industry Knowledge,Curriculum Design,1,0%
Facebook,Industry Knowledge,Curriculum Development,3,1%
Google,Industry Knowledge,Customer Acquisition,1,1%
Microsoft,Industry Knowledge,Customer Acquisition,2,1%
Facebook,other skills,Customer Acquisition,1,0%
Amazon,other skills,Customer Analysis,2,1%
Facebook,other skills,Customer Analysis,2,1%
Google,other skills,Customer Analysis,1,1%
Microsoft,other skills,Customer Analysis,4,1%
Microsoft,other skills,customer enagement,1,0%
Facebook,Industry Knowledge,Customer Experience,1,0%
Facebook,Industry Knowledge,Customer Insight,5,1%
Microsoft,Industry Knowledge,Customer Insight,4,1%
Google,Industry Knowledge,Customer Insight,3,2%
Google,other skills,Customer Presentations,1,1%
Amazon,Industry Knowledge,Customer Relationship Management (CRM),1,1%
Facebook,Industry Knowledge,Customer Relationship Management (CRM),2,1%
Microsoft,Industry Knowledge,Customer Relationship Management (CRM),3,1%
Microsoft,other skills,Customer Research,1,0%
Microsoft,Industry Knowledge,customer segmentation,1,0%
Google,Industry Knowledge,Customer Segmentation,1,1%
Facebook,other skills,Customer Segmentation,1,0%
Facebook,other skills,Customer Segmentation Strategy,1,0%
Amazon,other skills,Customer Segmentation Strategy,1,1%
Amazon,interpersonal skills,Customer Service,4,2%
Facebook,interpersonal skills,Customer Service,7,2%
Microsoft,interpersonal skills,Customer Service,7,2%
Google,interpersonal skills,Customer Service,5,4%
Facebook,interpersonal skills,Customer Support,1,0%
Facebook,other skills,CVS,1,0%
Microsoft,other skills,Cyber Defense,1,0%
Microsoft,other skills,Cyber Security,2,1%
Microsoft,other skills,Cypress PSoC,1,0%
Facebook,Tools and Technologies,D3,9,3%
Amazon,Tools and Technologies,D3.js,4,2%
Facebook,other skills,DAC,1,0%
Facebook,other skills,Dashboard,1,0%
Facebook,other skills,Dashboard Design,1,0%
Facebook,other skills,Dashboards,1,0%
Facebook,other skills,Data Acquisition,1,0%
Microsoft,Industry Knowledge,Data Analysis,171,52%
Facebook,Industry Knowledge,Data Analysis,198,56%
Google,Industry Knowledge,Data Analysis,90,64%
Amazon,Industry Knowledge,Data Analysis,119,68%
Apple,Industry Knowledge,Data Analysis,133,68%
Microsoft,Industry Knowledge,Data Center,1,0%
Facebook,Industry Knowledge,Data Center,2,1%
Google,Industry Knowledge,Data Center,1,1%
Microsoft,other skills,Data Classification,1,0%
Facebook,other skills,Data Cleaning,1,0%
Microsoft,other skills,Data Cleaning,3,1%
Facebook,Industry Knowledge,Data Collection,3,1%
Google,Industry Knowledge,Data Collection,1,1%
Amazon,Industry Knowledge,Data Collection,3,2%
Facebook,other skills,Data Conversion,1,0%
Microsoft,other skills,Data Cubes,1,0%
Facebook,other skills,Data Engineering,1,0%
Microsoft,other skills,Data Engineering,2,1%
Amazon,Industry Knowledge,Data Entry,1,1%
Facebook,Industry Knowledge,Data Entry,2,1%
Facebook,Industry Knowledge,Data Integration,1,0%
Amazon,Industry Knowledge,Data Integration,1,1%
Google,Industry Knowledge,Data Integration,1,1%
Microsoft,Industry Knowledge,Data Integration,3,1%
Microsoft,Industry Knowledge,Data Management,1,0%
Amazon,Industry Knowledge,Data Management,1,1%
Facebook,Industry Knowledge,Data Management,2,1%
Facebook,other skills,Data Manipulation,1,0%
Amazon,Industry Knowledge,Data Mining,55,32%
Facebook,Industry Knowledge,Data Mining,123,35%
Microsoft,Industry Knowledge,Data Mining,129,39%
Apple,Industry Knowledge,Data Mining,78,40%
Google,Industry Knowledge,Data Mining,56,40%
Google,Industry Knowledge,Data Modeling,2,1%
Facebook,Industry Knowledge,Data Modeling,14,4%
Microsoft,Industry Knowledge,Data Modeling,12,4%
Apple,Industry Knowledge,Data Modeling,9,5%
Amazon,Industry Knowledge,Data Modeling,10,6%
Microsoft,other skills,Data Munging,1,0%
Facebook,other skills,Data Processing,1,0%
Facebook,other skills,Data Project Management / Leadership,1,0%
Facebook,other skills,Data Quality,2,1%
Facebook,other skills,Data Reduction,1,0%
Facebook,other skills,Data Science,41,12%
Amazon,other skills,Data Science,22,13%
Google,other skills,Data Science,21,15%
Apple,Other Skills,Data Science,32,16%
Microsoft,other skills,Data Science,53,16%
Microsoft,other skills,Data Storage Technologies,1,0%
Facebook,Industry Knowledge,Data Structures,5,1%
Amazon,Industry Knowledge,Data Structures,4,2%
Google,Industry Knowledge,Data Structures,3,2%
Apple,Industry Knowledge,Data Structures,8,4%
Microsoft,Industry Knowledge,Data Structures,14,4%
Microsoft,Industry Knowledge,Data Structures and Algorithms,2,1%
Facebook,other skills,Data Transformation,1,0%
Microsoft,other skills,Data Transformation,1,0%
Amazon,other skills,Data Transformation,1,1%
Microsoft,Industry Knowledge,Data Visualization,17,5%
Amazon,Industry Knowledge,Data Visualization,16,9%
Apple,Industry Knowledge,Data Visualization,17,9%
Google,Industry Knowledge,Data Visualization,13,9%
Facebook,Industry Knowledge,Data Visualization,40,11%
Facebook,other skills,Data Warehouse Architecture,1,0%
Microsoft,other skills,Data Warehouse Architecture,1,0%
Amazon,other skills,Data Warehouse Architecture,2,1%
Apple,Industry Knowledge,Data Warehousing,5,3%
Google,Industry Knowledge,Data Warehousing,4,3%
Facebook,Industry Knowledge,Data Warehousing,16,5%
Microsoft,Industry Knowledge,Data Warehousing,16,5%
Amazon,Industry Knowledge,Data Warehousing,12,7%
Microsoft,other skills,Data Warehousing and Management,1,0%
Facebook,other skills,Data Wrangling,1,0%
Microsoft,other skills,Data Wrangling,1,0%
Amazon,other skills,Data Wrangling,1,1%
Microsoft,Industry Knowledge,Database Administration,1,0%
Amazon,Industry Knowledge,Database Administration,2,1%
Facebook,Industry Knowledge,Database Administration,3,1%
Google,Industry Knowledge,Database Design,2,1%
Facebook,Industry Knowledge,Database Design,8,2%
Amazon,Industry Knowledge,Database Design,5,3%
Microsoft,Industry Knowledge,Database Design,9,3%
Amazon,other skills,Database Development,1,1%
Facebook,Industry Knowledge,Database Management,1,0%
Amazon,Industry Knowledge,Database Management,1,1%
Facebook,other skills,Database Management System,1,0%
Microsoft,other skills,Database Management System (DBMS),2,1%
Facebook,Industry Knowledge,Database Marketing,1,0%
Microsoft,Industry Knowledge,Database Marketing,3,1%
Amazon,other skills,Database Marketing,1,1%
Microsoft,other skills,Database Security,1,0%
Google,Tools and Technologies,Databases,9,6%
Facebook,Tools and Technologies,Databases,30,9%
Amazon,Tools and Technologies,Databases,23,13%
Microsoft,Tools and Technologies,Databases,42,13%
Apple,Tools and Technologies,Databases,14,7%
Facebook,other skills,Data-driven Marketing,1,0%
Microsoft,Industry Knowledge,Datamining,1,0%
Google,Industry Knowledge,Datamining,1,1%
Microsoft,other skills,Datazen,1,0%
Amazon,Tools and Technologies,DB2,1,1%
Microsoft,Tools and Technologies,DB2,3,1%
Amazon,other skills,DBMS,1,1%
Amazon,Tools and Technologies,Debian,1,1%
Microsoft,Industry Knowledge,Debugging,4,1%
Facebook,other skills,Decision Analysis,1,0%
Facebook,other skills,Decision Modeling,1,0%
Amazon,other skills,Decision Modeling,1,1%
Microsoft,other skills,Decision Sciences,1,0%
Amazon,other skills,Decision Support System,1,1%
Google,other skills,Decision Theory,1,1%
Facebook,other skills,Decision Trees,4,1%
Google,other skills,Decision Trees,1,1%
Microsoft,other skills,Decision Trees,4,1%
Amazon,other skills,Decision Trees,3,2%
Facebook,other skills,Deep Learning,7,2%
Google,other skills,Deep Learning,4,3%
Apple,Other Skills,Deep Learning,9,5%
Amazon,other skills,Deep Learning,11,6%
Microsoft,other skills,Deep Learning,20,6%
Microsoft,other skills,deformable registration,1,0%
Facebook,other skills,Demand Forecasting,1,0%
Microsoft,other skills,Demand Forecasting,1,0%
Microsoft,Industry Knowledge,Demand Generation,1,0%
Microsoft,Industry Knowledge,Demand Planning,1,0%
Amazon,Industry Knowledge,Demand Planning,1,1%
Amazon,other skills,Demand Supply Planning,1,1%
Microsoft,Industry Knowledge,Derivative Pricing,1,0%
Microsoft,Industry Knowledge,Derivatives,3,1%
Facebook,Industry Knowledge,Derivatives,9,3%
Google,Industry Knowledge,Derivatives,4,3%
Google,other skills,Desarrollo web,1,1%
Amazon,Industry Knowledge,Design for Manufacturing,1,1%
Amazon,Industry Knowledge,Design of Experiments,2,1%
Google,Industry Knowledge,Design of Experiments,1,1%
Microsoft,Industry Knowledge,Design of Experiments,4,1%
Facebook,Industry Knowledge,Design of Experiments,7,2%
Google,Industry Knowledge,Design Patterns,1,1%
Microsoft,Industry Knowledge,Design Patterns,6,2%
Facebook,other skills,Design Patterns,1,0%
Amazon,interpersonal skills,Design Thinking,1,1%
Google,other skills,Developer Relations,1,1%
Facebook,other skills,Development Tools,1,0%
Google,other skills,DFA,1,1%
Microsoft,Industry Knowledge,Diabetes,1,0%
Google,other skills,Differential Equations,1,1%
Microsoft,other skills,Differential Equations,2,1%
Amazon,other skills,Digital IC Design,1,1%
Microsoft,other skills,Digital Image Processing,1,0%
Facebook,Industry Knowledge,Digital Imaging,1,0%
Amazon,Industry Knowledge,Digital Marketing,1,1%
Facebook,Industry Knowledge,Digital Marketing,9,3%
Google,Industry Knowledge,Digital Marketing,5,4%
Facebook,Industry Knowledge,Digital Media,5,1%
Google,Industry Knowledge,Digital Media,3,2%
Facebook,other skills,Digital Signal Processing,1,0%
Facebook,Industry Knowledge,Digital Signal Processors,2,1%
Facebook,Industry Knowledge,Digital Strategy,7,2%
Google,Industry Knowledge,Digital Strategy,4,3%
Facebook,other skills,Dimensional Modeling,1,0%
Amazon,other skills,Dimensional Modeling,3,2%
Microsoft,other skills,Dimensionality Reduction,1,0%
Microsoft,interpersonal skills,Diplomacy,1,0%
Google,other skills,Dirección y desarrollo de equipos de trabajo,1,1%
Amazon,Industry Knowledge,Direct Marketing,1,1%
Google,Industry Knowledge,Direct Marketing,1,1%
Facebook,other skills,Direct Marketing,1,0%
Facebook,other skills,Direct Response Television,1,0%
Microsoft,Industry Knowledge,Disaster Recovery,1,0%
Amazon,other skills,Discrete Choice,1,1%
Microsoft,other skills,Discrete Event Simulation,2,1%
Facebook,Industry Knowledge,Display Advertising,3,1%
Microsoft,other skills,Distributed Databases,1,0%
Google,other skills,Distributed System,1,1%
Google,Industry Knowledge,Distributed Systems,3,2%
Amazon,Industry Knowledge,Distributed Systems,6,3%
Facebook,Industry Knowledge,Distributed Systems,12,3%
Apple,Industry Knowledge,Distributed Systems,11,6%
Microsoft,Industry Knowledge,Distributed Systems,25,8%
Microsoft,Tools and Technologies,Distributed Systems,3,1%
Facebook,Tools and Technologies,Django,1,0%
Amazon,Tools and Technologies,Django,1,1%
Google,Tools and Technologies,Django,2,1%
Microsoft,Tools and Technologies,Django,2,1%
Microsoft,other skills,DNA Sequencing,4,1%
Microsoft,Tools and Technologies,Docker,1,0%
Amazon,Tools and Technologies,Docker,2,1%
Facebook,Tools and Technologies,Docker,2,1%
Google,Tools and Technologies,Docker,1,1%
Facebook,other skills,Dog Training,1,0%
Google,other skills,DoubleClick,2,1%
Facebook,Tools and Technologies,Dreamweaver,1,0%
Microsoft,other skills,Driving License,1,0%
Amazon,other skills,Driving License,1,1%
Microsoft,Industry Knowledge,Drug Discovery,1,0%
Amazon,Industry Knowledge,Drums,1,1%
Microsoft,Tools and Technologies,Drupal,1,0%
Facebook,Industry Knowledge,Due Diligence,1,0%
Microsoft,Industry Knowledge,Due Diligence,1,0%
Facebook,other skills,DW/BI,1,0%
Facebook,other skills,Dynamic Programming,3,1%
Facebook,other skills,Dynamic Simulation,1,0%
Facebook,other skills,Dynamical Systems,1,0%
Microsoft,other skills,Dynamics,1,0%
Microsoft,other skills,Eagle PCB,1,0%
Microsoft,other skills,EagleCAD,1,0%
Facebook,Industry Knowledge,Early Childhood Education,1,0%
Amazon,Industry Knowledge,Earth Science,2,1%
Facebook,other skills,EBS Implementation,1,0%
Google,other skills,EC2,1,1%
Facebook,Tools and Technologies,Eclipse,5,1%
Google,Tools and Technologies,Eclipse,1,1%
Amazon,Tools and Technologies,Eclipse,4,2%
Microsoft,Tools and Technologies,Eclipse,15,5%
Facebook,other skills,Ecological Design,1,0%
Facebook,Industry Knowledge,Ecology,1,0%
Microsoft,other skills,Ecology,1,0%
Microsoft,Industry Knowledge,E-commerce,1,0%
Amazon,Industry Knowledge,E-commerce,2,1%
Google,Industry Knowledge,E-commerce,6,4%
Facebook,Industry Knowledge,E-commerce,20,6%
Facebook,other skills,Ecommerce Analytics,1,0%
Facebook,other skills,E-commerce Optimization,1,0%
Amazon,other skills,Econometric Modeling,1,1%
Facebook,other skills,Econometric Modeling,2,1%
Microsoft,Industry Knowledge,Econometrics,10,3%
Apple,Industry Knowledge,Econometrics,8,4%
Google,Industry Knowledge,Econometrics,5,4%
Amazon,Industry Knowledge,Econometrics,9,5%
Facebook,Industry Knowledge,Econometrics,23,7%
Facebook,Industry Knowledge,Economic Development,1,0%
Microsoft,Industry Knowledge,Economic Development,1,0%
Microsoft,other skills,Economic Modeling,1,0%
Microsoft,other skills,Economic Regulation,1,0%
Microsoft,other skills,Economic Research,1,0%
Facebook,other skills,Economic Research,3,1%
Google,other skills,Economic Research,1,1%
Microsoft,Industry Knowledge,Economics,8,2%
Google,Industry Knowledge,Economics,5,4%
Amazon,Industry Knowledge,Economics,13,7%
Facebook,Industry Knowledge,Economics,39,11%
Facebook,other skills,Economics of Energy,1,0%
Facebook,other skills,Economics of Innovation,1,0%
Facebook,other skills,EDA,1,0%
Microsoft,other skills,EDA,2,1%
Microsoft,Industry Knowledge,Editing,1,0%
Amazon,Industry Knowledge,Editing,2,1%
Facebook,Industry Knowledge,Editing,5,1%
Facebook,interpersonal skills,Educational Leadership,1,0%
Facebook,Tools and Technologies,Educational Technology,2,1%
Facebook,other skills,EEG,1,0%
Google,other skills,EEG,1,1%
Google,Tools and Technologies,EJB,1,1%
Google,other skills,ElasticSearch,2,1%
Amazon,Industry Knowledge,Electrical Engineering,2,1%
Facebook,Industry Knowledge,Electrical Engineering,3,1%
Microsoft,Industry Knowledge,Electrical Engineering,3,1%
Facebook,other skills,Electronic Payments,1,0%
Google,other skills,Electronic Trading,1,1%
Amazon,Industry Knowledge,Electronics,1,1%
Facebook,Industry Knowledge,Electronics,2,1%
Microsoft,Industry Knowledge,Electronics,2,1%
Microsoft,other skills,Electrophysiology,1,0%
Facebook,other skills,Electrophysiology,2,1%
Facebook,Industry Knowledge,Elementary Education,1,0%
Facebook,other skills,Ellipsometry,1,0%
Facebook,other skills,Eloqua,1,0%
Amazon,other skills,Emacs,1,1%
Google,Industry Knowledge,Email Marketing,2,1%
Facebook,Industry Knowledge,Email Marketing,8,2%
Microsoft,Tools and Technologies,Embedded C,1,0%
Microsoft,other skills,Embedded Operating Systems,1,0%
Microsoft,Tools and Technologies,Embedded Software,2,1%
Facebook,Tools and Technologies,Embedded Systems,3,1%
Google,Tools and Technologies,Embedded Systems,1,1%
Microsoft,Tools and Technologies,Embedded Systems,9,3%
Amazon,interpersonal skills,Employee Training,1,1%
Facebook,Industry Knowledge,Energy,2,1%
Google,Industry Knowledge,Energy,1,1%
Google,Industry Knowledge,Energy Audits,1,1%
Facebook,other skills,Energy Audits,1,0%
Amazon,Industry Knowledge,Energy Efficiency,1,1%
Facebook,Industry Knowledge,Energy Efficiency,4,1%
Google,Industry Knowledge,Energy Efficiency,3,2%
Google,Industry Knowledge,Energy Industry,1,1%
Facebook,other skills,Energy Industry,1,0%
Amazon,other skills,Energy Storage,1,1%
Google,other skills,Energy Storage,1,1%
Microsoft,other skills,Engenharia,1,0%
Amazon,Industry Knowledge,Engineering,4,2%
Facebook,Industry Knowledge,Engineering,8,2%
Microsoft,Industry Knowledge,Engineering,5,2%
Google,Industry Knowledge,Engineering,4,3%
Microsoft,interpersonal skills,Engineering Management,1,0%
Amazon,other skills,Ensemble,1,1%
Amazon,Industry Knowledge,Enterprise Architecture,1,1%
Google,Industry Knowledge,Enterprise Architecture,3,2%
Microsoft,Industry Knowledge,Enterprise Architecture,10,3%
Facebook,other skills,Enterprise Architecture,3,1%
Microsoft,Industry Knowledge,Enterprise Resource Planning (ERP),1,0%
Microsoft,Industry Knowledge,Enterprise Risk Management,1,0%
Microsoft,other skills,Enterprise Search,2,1%
Amazon,Tools and Technologies,Enterprise Software,2,1%
Google,Tools and Technologies,Enterprise Software,6,4%
Microsoft,Tools and Technologies,Enterprise Software,13,4%
Microsoft,other skills,Entity Extraction,1,0%
Amazon,Industry Knowledge,Entrepreneurship,4,2%
Microsoft,Industry Knowledge,Entrepreneurship,6,2%
Facebook,Industry Knowledge,Entrepreneurship,13,4%
Google,Industry Knowledge,Entrepreneurship,5,4%
Microsoft,Industry Knowledge,Environment,1,0%
Microsoft,Industry Knowledge,Environmental Awareness,1,0%
Microsoft,Industry Knowledge,Environmental Compliance,1,0%
Facebook,Industry Knowledge,Environmental Consulting,1,0%
Microsoft,other skills,Environmental Consulting,1,0%
Facebook,other skills,Environmental Economics,1,0%
Microsoft,other skills,Environmental Economics,1,0%
Microsoft,Industry Knowledge,Environmental Engineering,2,1%
Microsoft,Industry Knowledge,Environmental Impact Assessment,1,0%
Microsoft,Industry Knowledge,Environmental Permitting,1,0%
Microsoft,Industry Knowledge,Environmental Policy,1,0%
Google,Industry Knowledge,Environmental Policy,1,1%
Facebook,other skills,Environmental Policy,1,0%
Amazon,other skills,Environmental Scanning,1,1%
Amazon,Industry Knowledge,Environmental Science,1,1%
Microsoft,Industry Knowledge,Environmental Science,2,1%
Microsoft,Industry Knowledge,Epidemiology,1,0%
Facebook,Industry Knowledge,Epidemiology,4,1%
Google,Industry Knowledge,Epidemiology,3,2%
Google,other skills,eQuest,1,1%
Microsoft,Industry Knowledge,Equities,1,0%
Google,Industry Knowledge,Equities,2,1%
Facebook,Industry Knowledge,Equities,8,2%
Amazon,other skills,Equities,1,1%
Google,other skills,Equity Capital Markets,1,1%
Facebook,Industry Knowledge,Equity Derivatives,2,1%
Microsoft,Industry Knowledge,Equity Research,1,0%
Facebook,Industry Knowledge,Equity Research,2,1%
Amazon,Industry Knowledge,Equity Trading,1,1%
Facebook,other skills,Equity Valuation,1,0%
Microsoft,Industry Knowledge,Ergonomics,1,0%
Amazon,Industry Knowledge,Ergonomics,1,1%
Amazon,Industry Knowledge,ERP,2,1%
Facebook,Industry Knowledge,ERP,4,1%
Google,Industry Knowledge,ERP,1,1%
Microsoft,Industry Knowledge,ERP,2,1%
Facebook,other skills,Error Analysis,1,0%
Amazon,other skills,Erwin,1,1%
Microsoft,Industry Knowledge,Ethernet,1,0%
Google,Industry Knowledge,Ethernet,1,1%
Facebook,other skills,Ethernet,1,0%
Facebook,other skills,Ethnography,1,0%
Facebook,Industry Knowledge,ETL,7,2%
Microsoft,Industry Knowledge,ETL,5,2%
Amazon,Industry Knowledge,ETL,8,5%
Amazon,other skills,ETL Tools,1,1%
Google,other skills,European History,1,1%
Facebook,Industry Knowledge,Event Management,1,0%
Amazon,Industry Knowledge,Event Planning,1,1%
Google,Industry Knowledge,Event Planning,1,1%
Microsoft,Industry Knowledge,Event Planning,4,1%
Facebook,Industry Knowledge,Event Planning,7,2%
Google,other skills,Event Processing,1,1%
Microsoft,Tools and Technologies,EViews,1,0%
Microsoft,Tools and Technologies,Eviews,1,0%
Facebook,Tools and Technologies,Eviews,2,1%
Amazon,Tools and Technologies,Eviews,3,2%
Facebook,other skills,Evolution,1,0%
Facebook,other skills,Evolutionary Algorithms,1,0%
Facebook,other skills,Evolutionary Computation,1,0%
Microsoft,other skills,Evolutionary Computation,1,0%
Microsoft,Tools and Technologies,Excel,4,1%
Google,other skills,Excel Dashboards,1,1%
Google,other skills,Excel models,1,1%
Facebook,other skills,Experimental Analysis,1,0%
Amazon,other skills,Experimental Design,3,2%
Facebook,other skills,Experimental Design,8,2%
Google,other skills,Experimental Design,3,2%
Microsoft,other skills,Experimental Design,10,3%
Apple,Other Skills,Experimental Design,9,5%
Microsoft,other skills,Experimental Physics,1,0%
Amazon,other skills,Experimental Physics,1,1%
Facebook,other skills,Experimental Physics,2,1%
Google,other skills,Experimental Physics,1,1%
Facebook,other skills,Experimentation,4,1%
Amazon,other skills,Experimentation,3,2%
Google,other skills,Experimentation,3,2%
Microsoft,other skills,Experimentation,12,4%
Facebook,other skills,Expert modeler with Excel,1,0%
Microsoft,other skills,Exploratory Data Analysis,1,0%
Amazon,other skills,Exploratory Data Analysis,1,1%
Facebook,other skills,Exploratory Data Analysis,2,1%
Google,other skills,Express.js,1,1%
Facebook,Industry Knowledge,Extract,1,0%
Amazon,Industry Knowledge,Extract,2,1%
Microsoft,Industry Knowledge,Extract,2,1%
Facebook,other skills,FAA Certifications,1,0%
Microsoft,Tools and Technologies,Facebook,1,0%
Facebook,Tools and Technologies,Facebook,3,1%
Facebook,other skills,Facebook API,2,1%
Google,other skills,Facebook API,1,1%
Facebook,Industry Knowledge,Facebook Marketing,2,1%
Google,Industry Knowledge,Facebook Marketing,1,1%
Amazon,Industry Knowledge,Facilities Management,1,1%
Facebook,other skills,Factor Analysis,1,0%
Microsoft,other skills,Factor Analysis,1,0%
Amazon,other skills,Factor Analysis,2,1%
Microsoft,other skills,FAST ESP,1,0%
Amazon,other skills,Fast-Learning,1,1%
Amazon,Industry Knowledge,Fast-Moving Consumer Goods (FMCG),1,1%
Microsoft,other skills,Feature Extraction,1,0%
Facebook,other skills,Feature Extraction,2,1%
Facebook,other skills,Feature Selection,1,0%
Microsoft,other skills,Federal Grants Management,1,0%
Amazon,Industry Knowledge,Field Development,1,1%
Microsoft,Industry Knowledge,Film Editing,1,0%
Facebook,Tools and Technologies,Final Cut Pro,1,0%
Microsoft,Tools and Technologies,Final Cut Pro,1,0%
Amazon,Industry Knowledge,Finance,2,1%
Microsoft,Industry Knowledge,Finance,2,1%
Google,Industry Knowledge,Finance,3,2%
Facebook,Industry Knowledge,Finance,9,3%
Facebook,other skills,Finance Transformation,1,0%
Facebook,Industry Knowledge,Financial accounting,1,0%
Facebook,Industry Knowledge,Financial Accounting,3,1%
Google,Industry Knowledge,Financial Accounting,2,1%
Microsoft,Industry Knowledge,Financial Analysis,7,2%
Amazon,Industry Knowledge,Financial Analysis,6,3%
