Company,Area,Skill,Count,% of Profiles
Facebook,other skills,PCA,1,0%
Facebook,Industry Knowledge,PCB design,1,0%
Facebook,Industry Knowledge,PCB Design,1,0%
Microsoft,Industry Knowledge,PCB design,1,0%
Facebook,Industry Knowledge,PCR,1,0%
Microsoft,Industry Knowledge,PCR,1,0%
Facebook,other skills,Peer Leadership,1,0%
Facebook,other skills,Peer Support,1,0%
Facebook,other skills,Pegasystems PRPC,1,0%
Google,Industry Knowledge,Penetration Testing,1,1%
Facebook,other skills,Penetration Testing,1,0%
Microsoft,other skills,Pentaho,1,0%
Amazon,other skills,Pentaho,1,1%
Microsoft,interpersonal skills,People Management,1,0%
Amazon,interpersonal skills,People Skills,1,1%
Google,other skills,Perforce,1,1%
Microsoft,other skills,Performance Auditing,1,0%
Microsoft,other skills,Performance Evaluation,1,0%
Amazon,other skills,Performance Motivation,1,1%
Microsoft,Industry Knowledge,Performance Testing,3,1%
Facebook,Industry Knowledge,Performance Tuning,1,0%
Microsoft,Industry Knowledge,Performance Tuning,1,0%
Amazon,Industry Knowledge,Performance Tuning,1,1%
Google,Tools and Technologies,Perl,3,2%
Amazon,Tools and Technologies,Perl,6,3%
Facebook,Tools and Technologies,Perl,9,3%
Microsoft,Tools and Technologies,Perl,15,5%
Apple,Tools and Technologies,Perl,13,7%
Facebook,interpersonal skills,Personnel Management,1,0%
Microsoft,other skills,Pesquisa,1,0%
Amazon,Industry Knowledge,Petroleum Engineering,2,1%
Facebook,Industry Knowledge,Pharmaceutical Industry,1,0%
Facebook,other skills,Philosophy,1,0%
Amazon,Industry Knowledge,Photography,1,1%
Facebook,Industry Knowledge,Photography,3,1%
Google,Industry Knowledge,Photography,1,1%
Microsoft,Industry Knowledge,Photography,3,1%
Facebook,other skills,Photolithography,1,0%
Microsoft,other skills,Photolithography,1,0%
Google,Tools and Technologies,Photoshop,2,1%
Amazon,Tools and Technologies,Photoshop,4,2%
Microsoft,Tools and Technologies,Photoshop,5,2%
Facebook,Tools and Technologies,Photoshop,13,4%
Apple,Tools and Technologies,PHP,5,3%
Google,Tools and Technologies,PHP,4,3%
Microsoft,Tools and Technologies,PHP,10,3%
Amazon,Tools and Technologies,PHP,7,4%
Facebook,Tools and Technologies,PHP,17,5%
Facebook,other skills,Physical Chemistry,1,0%
Amazon,other skills,Physical Chemistry,1,1%
Microsoft,Industry Knowledge,Physics,15,5%
Amazon,Industry Knowledge,Physics,10,6%
Facebook,Industry Knowledge,Physics,24,7%
Google,Industry Knowledge,Physics,11,8%
Apple,Industry Knowledge,Physics,18,9%
Facebook,other skills,Piano Playing,1,0%
Facebook,other skills,Pig,1,0%
Amazon,other skills,Pig,1,1%
Google,other skills,Pig,2,1%
Microsoft,other skills,Pig,2,1%
Amazon,Industry Knowledge,Pilot,1,1%
Facebook,other skills,Pizza,1,0%
Google,Tools and Technologies,PL/SQL,1,1%
Microsoft,Tools and Technologies,PL/SQL,7,2%
Facebook,Tools and Technologies,PL/SQL,9,3%
Amazon,Tools and Technologies,PL/SQL,7,4%
Microsoft,other skills,Plasma Physics,1,0%
Microsoft,Industry Knowledge,PMO,1,0%
Facebook,Industry Knowledge,Policy,3,1%
Microsoft,Industry Knowledge,Policy,2,1%
Facebook,Industry Knowledge,Policy Analysis,4,1%
Microsoft,Industry Knowledge,Policy Analysis,3,1%
Google,other skills,Polish,1,1%
Facebook,Industry Knowledge,Political Campaigns,1,0%
Amazon,other skills,Political Economy,1,1%
Facebook,Industry Knowledge,Political Science,2,1%
Facebook,Industry Knowledge,Politics,1,0%
Microsoft,Industry Knowledge,Politics,1,0%
Amazon,other skills,Politics,1,1%
Facebook,other skills,Population Dynamics,1,0%
Facebook,other skills,Population Genetics,1,0%
Microsoft,other skills,Population Genetics,1,0%
Google,other skills,Population Genetics,1,1%
Amazon,Industry Knowledge,Portfolio Management,1,1%
Facebook,Industry Knowledge,Portfolio Management,3,1%
Microsoft,Industry Knowledge,Portfolio Management,2,1%
Microsoft,other skills,Portfolio Optimization,1,0%
Microsoft,Industry Knowledge,Portrait Photography,1,0%
Amazon,other skills,Positive Behavior Support,1,1%
Google,other skills,PostGIS,1,1%
Google,Tools and Technologies,PostgreSQL,2,1%
Facebook,Tools and Technologies,PostgreSQL,12,3%
Microsoft,Tools and Technologies,PostgreSQL,9,3%
Amazon,Tools and Technologies,PostgreSQL,7,4%
Facebook,other skills,Powder X-ray Diffraction,1,0%
Microsoft,Tools and Technologies,Power BI,6,2%
Facebook,Industry Knowledge,Power Electronics,1,0%
Facebook,Industry Knowledge,Power Generation,1,0%
Google,other skills,Power Utilities,1,1%
Facebook,other skills,PowerPivot,1,0%
Google,other skills,PowerPivot,2,1%
Microsoft,other skills,PowerPivot,2,1%
Microsoft,Tools and Technologies,PowerPoint,25,8%
Google,Tools and Technologies,PowerPoint,12,9%
Amazon,Tools and Technologies,PowerPoint,17,10%
Facebook,Tools and Technologies,PowerPoint,43,12%
Apple,Tools and Technologies,PowerPoint,15,8%
Microsoft,Tools and Technologies,Powershell,2,1%
Facebook,Industry Knowledge,PPC,5,1%
Google,Industry Knowledge,PPC,2,1%
Microsoft,other skills,Precision Engineering,1,0%
Microsoft,other skills,Precision Measurement,1,0%
Microsoft,other skills,Precision Measuring,1,0%
Microsoft,other skills,PREDECTIVE ANALYTICS,1,0%
Amazon,other skills,Prediction,1,1%
Facebook,other skills,Predictive Analytics,13,4%
Apple,Other Skills,Predictive Analytics,12,6%
Google,other skills,Predictive Analytics,9,6%
Microsoft,other skills,Predictive Analytics,32,10%
Amazon,other skills,Predictive Analytics,21,12%
Facebook,other skills,Predictive Modeling,25,7%
Microsoft,other skills,Predictive Modeling,30,9%
Apple,Other Skills,Predictive Modeling,19,10%
Google,other skills,Predictive Modeling,14,10%
Amazon,other skills,Predictive Modeling,23,13%
Amazon,other skills,Predictive Modelling,1,1%
Amazon,Industry Knowledge,Pre-sales,1,1%
Google,Industry Knowledge,Pre-sales,2,1%
Microsoft,Industry Knowledge,Pre-sales,3,1%
Facebook,other skills,Pre-sales,2,1%
Microsoft,other skills,Pre-Sales Technical Consulting,1,0%
Amazon,other skills,Prescriptive Analytics,1,1%
Facebook,other skills,Presentation Design,1,0%
Microsoft,interpersonal skills,Presentation Skills,1,0%
Facebook,interpersonal skills,Presentation Skills,2,1%
Facebook,interpersonal skills,Presentations,2,1%
Microsoft,interpersonal skills,Presentations,2,1%
Facebook,other skills,Presto,1,0%
Facebook,other skills,Price Optimization,1,0%
Facebook,other skills,Price Setting,1,0%
Microsoft,Industry Knowledge,Pricing,1,0%
Facebook,Industry Knowledge,Pricing,3,1%
Google,Industry Knowledge,Pricing,1,1%
Microsoft,other skills,Pricing Analysis,1,0%
Facebook,other skills,Pricing Optimization,1,0%
Microsoft,Industry Knowledge,Pricing Strategy,1,0%
Facebook,Industry Knowledge,Pricing Strategy,2,1%
Google,Industry Knowledge,PRINCE2,1,1%
Facebook,other skills,PRINCE2,1,0%
Amazon,other skills,Principal Component Analysis,1,1%
Microsoft,Industry Knowledge,Private Equity,1,0%
Google,Tools and Technologies,Pro Tools,1,1%
Facebook,other skills,Probabilistic Models,1,0%
Amazon,other skills,Probabilistic Models,2,1%
Google,other skills,Probabilistic Models,1,1%
Facebook,other skills,probabilistic theory,1,0%
Facebook,other skills,Probability,1,0%
Google,other skills,Probability,2,1%
Microsoft,other skills,Probability,2,1%
Amazon,other skills,Probability,3,2%
Microsoft,other skills,Probability Theory,1,0%
Amazon,other skills,Probability Theory,2,1%
Facebook,other skills,Probability Theory,3,1%
Amazon,interpersonal skills,Problem Solving,2,1%
Google,interpersonal skills,Problem Solving,1,1%
Microsoft,interpersonal skills,Problem Solving,4,1%
Facebook,interpersonal skills,Problem Solving,7,2%
Facebook,other skills,Problem Structuring,1,0%
Microsoft,Industry Knowledge,Process Control,1,0%
Microsoft,Industry Knowledge,Process Engineering,1,0%
Google,Industry Knowledge,Process Engineering,1,1%
Facebook,other skills,Process Engineering,1,0%
Microsoft,other skills,Process Excellence,1,0%
Facebook,Industry Knowledge,Process Improvement,7,2%
Microsoft,Industry Knowledge,Process Improvement,6,2%
Amazon,Industry Knowledge,Process Improvement,5,3%
Google,Industry Knowledge,Process Improvement,4,3%
Microsoft,Industry Knowledge,Process Management,1,0%
Amazon,other skills,Process Modeling,1,1%
Google,Industry Knowledge,Process Optimization,1,1%
Facebook,other skills,Process Optimization,1,0%
Microsoft,Industry Knowledge,Process Simulation,2,1%
Google,other skills,Processing,1,1%
Microsoft,Industry Knowledge,Procurement,1,0%
Amazon,Industry Knowledge,Procurement,1,1%
Google,other skills,Product Adoption,1,1%
Facebook,other skills,Product Analysis,2,1%
Microsoft,Industry Knowledge,Product Design,1,0%
Facebook,Industry Knowledge,Product Design,2,1%
Google,Industry Knowledge,Product Development,2,1%
Amazon,Industry Knowledge,Product Development,3,2%
Facebook,Industry Knowledge,Product Development,6,2%
Microsoft,Industry Knowledge,Product Development,5,2%
Google,other skills,Product Feed,1,1%
Facebook,Industry Knowledge,Product Innovation,1,0%
Amazon,Industry Knowledge,Product Innovation,1,1%
Facebook,Industry Knowledge,Product Launch,2,1%
Microsoft,Industry Knowledge,Product Launch,2,1%
Microsoft,Industry Knowledge,Product Lifecycle Management,1,0%
Amazon,Industry Knowledge,Product Management,5,3%
Microsoft,Industry Knowledge,Product Management,13,4%
Facebook,Industry Knowledge,Product Management,21,6%
Google,Industry Knowledge,Product Management,8,6%
Amazon,Industry Knowledge,Product Marketing,1,1%
Google,Industry Knowledge,Product Marketing,2,1%
Microsoft,Industry Knowledge,Product Marketing,3,1%
Facebook,Industry Knowledge,Product Marketing,6,2%
Microsoft,other skills,Product Planning,2,1%
Facebook,other skills,Product Requirements,1,0%
Microsoft,other skills,Product Risk,1,0%
Google,other skills,Product Vision,1,1%
Facebook,other skills,Productivity,1,0%
Facebook,Industry Knowledge,Professional Services,1,0%
Microsoft,Industry Knowledge,Professional Services,1,0%
Microsoft,Tools and Technologies,Proficient in Microsoft Office Suite.,1,0%
Microsoft,other skills,Proficient in SAS,1,0%
Microsoft,Industry Knowledge,Program Development,1,0%
Microsoft,Industry Knowledge,Program Evaluation,1,0%
Facebook,Industry Knowledge,Program Evaluation,4,1%
Google,Industry Knowledge,Program Evaluation,1,1%
Microsoft,Industry Knowledge,Program management,1,0%
Amazon,Industry Knowledge,Program Management,3,2%
Facebook,Industry Knowledge,Program Management,7,2%
Microsoft,Industry Knowledge,Program Management,17,5%
Google,Industry Knowledge,Program Management,8,6%
Facebook,other skills,Program Management,8,2%
Google,Industry Knowledge,Programming,17,12%
Facebook,Industry Knowledge,Programming,51,15%
Apple,Industry Knowledge,Programming,34,17%
Microsoft,Industry Knowledge,Programming,67,20%
Amazon,Industry Knowledge,Programming,36,21%
Microsoft,other skills,programming in R,1,0%
Microsoft,other skills,Programming Languages,1,0%
Microsoft,Industry Knowledge,Project Finance,1,0%
Facebook,Industry Knowledge,Project Finance,2,1%
Facebook,Industry Knowledge,project management,1,0%
Apple,Industry Knowledge,Project Management,12,6%
Google,Industry Knowledge,Project Management,13,9%
Microsoft,Industry Knowledge,Project Management,37,11%
Facebook,Industry Knowledge,Project Management,41,12%
Amazon,Industry Knowledge,Project Management,23,13%
Facebook,Industry Knowledge,Project Planning,4,1%
Google,Industry Knowledge,Project Planning,1,1%
Amazon,Industry Knowledge,Project Planning,3,2%
Microsoft,Industry Knowledge,Project Planning,6,2%
Facebook,Industry Knowledge,Project Portfolio Management,1,0%
Google,Industry Knowledge,Project Portfolio Management,1,1%
Microsoft,Industry Knowledge,Project Portfolio Management,2,1%
Facebook,Industry Knowledge,Proofreading,2,1%
Google,other skills,Propensity Modeling,1,1%
Microsoft,other skills,Propensity Modelling,1,0%
Facebook,Industry Knowledge,Proposal Writing,1,0%
Amazon,other skills,Proprietary Trading,1,1%
Amazon,other skills,Propulsion Systems,1,1%
Microsoft,Industry Knowledge,Protein Chemistry,3,1%
Microsoft,other skills,Protein Electrophoresis,1,0%
Microsoft,Industry Knowledge,Protein Expression,2,1%
Facebook,Industry Knowledge,Protein Purification,1,0%
Microsoft,Industry Knowledge,Protein Purification,2,1%
Microsoft,other skills,Protein Science,1,0%
Google,other skills,Proteomics,1,1%
Microsoft,other skills,Proteomics,3,1%
Facebook,other skills,Prototype,1,0%
Google,other skills,Pruebas A/B,1,1%
Facebook,Tools and Technologies,Pspice,1,0%
Amazon,Industry Knowledge,Psychology,1,1%
Facebook,Industry Knowledge,Psychology,4,1%
Google,Industry Knowledge,Psychology,2,1%
Microsoft,Industry Knowledge,Psychology,2,1%
Facebook,other skills,Psychology,2,1%
Microsoft,Industry Knowledge,Public Administration,1,0%
Microsoft,other skills,Public Diplomacy,1,0%
Microsoft,other skills,Public Finance,1,0%
Facebook,Industry Knowledge,Public Health,2,1%
Google,Industry Knowledge,Public Health,1,1%
Amazon,Industry Knowledge,Public Policy,1,1%
Facebook,Industry Knowledge,Public Policy,3,1%
Microsoft,Industry Knowledge,Public Policy,2,1%
Facebook,Industry Knowledge,Public Relations,1,0%
Microsoft,Industry Knowledge,Public Sector,1,0%
Google,interpersonal skills,Public Speaking,7,5%
Apple,Interpersonal Skills,Public Speaking,16,8%
Microsoft,interpersonal skills,Public Speaking,25,8%
Amazon,interpersonal skills,Public Speaking,18,10%
Facebook,interpersonal skills,Public Speaking,44,13%
Google,other skills,Publicidad en Internet,1,1%
Google,Industry Knowledge,Publishing,1,1%
Facebook,other skills,Publishing,1,0%
Facebook,other skills,Punctuality,1,0%
Amazon,other skills,Puzzles,1,1%
Facebook,Language,Python,214,61%
Microsoft,Language,Python,164,49%
Amazon,Language,Python,98,56%
Google,Language,Python,80,57%
Apple,Language,Python,139,71%
Microsoft,Tools and Technologies,PyTorch,1,0%
Facebook,Tools and Technologies,QlikView,2,1%
Amazon,Tools and Technologies,QlikView,3,2%
Google,Tools and Technologies,QlikView,3,2%
Facebook,other skills,QlikView Development,1,0%
Amazon,other skills,QlikView Development,1,1%
Google,Industry Knowledge,QoS,1,1%
Facebook,other skills,QoS,1,0%
Microsoft,Tools and Technologies,QTP,1,0%
Microsoft,interpersonal skills,Qualitative Research,6,2%
Amazon,interpersonal skills,Qualitative Research,5,3%
Facebook,interpersonal skills,Qualitative Research,10,3%
Google,interpersonal skills,Qualitative Research,5,4%
Amazon,Industry Knowledge,Quality Assurance,1,1%
Facebook,Industry Knowledge,Quality Assurance,3,1%
Microsoft,Industry Knowledge,Quality Assurance,3,1%
Microsoft,Tools and Technologies,Quality Center,1,0%
Amazon,Industry Knowledge,Quality Control,1,1%
Microsoft,Industry Knowledge,Quality Management,2,1%
Amazon,other skills,Qualtrics,1,1%
Facebook,other skills,Quantative Analysis,2,1%
Microsoft,Industry Knowledge,Quantitative Analysis,1,0%
Google,Industry Knowledge,Quantitative Analysis,1,1%
Amazon,Industry Knowledge,Quantitative Analytics,9,5%
Microsoft,Industry Knowledge,Quantitative Analytics,18,5%
Facebook,Industry Knowledge,Quantitative Analytics,26,7%
Google,Industry Knowledge,Quantitative Analytics,11,8%
Apple,Industry Knowledge,Quantitative Analytics,19,10%
Microsoft,other skills,Quantitative Finance,1,0%
Amazon,other skills,Quantitative Finance,3,2%
Facebook,other skills,Quantitative Finance,8,2%
Google,other skills,Quantitative Finance,3,2%
Google,other skills,Quantitative Models,1,1%
Microsoft,Industry Knowledge,Quantitative Research,4,1%
Amazon,Industry Knowledge,Quantitative Research,4,2%
Facebook,Industry Knowledge,Quantitative Research,12,3%
Google,Industry Knowledge,Quantitative Research,4,3%
Facebook,other skills,Quantum Mechanics,1,0%
Facebook,other skills,Queuing,1,0%
Facebook,Tools and Technologies,QuickBooks,1,0%
Facebook,Language,R,187,53%
Microsoft,Language,R,157,47%
Apple,Language,R,106,54%
Google,Language,R,85,60%
Amazon,Language,R,118,68%
Microsoft,other skills,R server,1,0%
Amazon,other skills,R studio,1,1%
Facebook,Industry Knowledge,R&D,4,1%
Google,Industry Knowledge,R&D,3,2%
Microsoft,Industry Knowledge,R&D,5,2%
Amazon,other skills,R/Shiny Programming,1,1%
Microsoft,other skills,Racket,2,1%
Facebook,other skills,Radiation Detectors,1,0%
Amazon,other skills,Radioimmunoassay,1,1%
Microsoft,other skills,Random Forest,1,0%
Amazon,other skills,Random Forest,1,1%
Google,other skills,Random Forest,1,1%
Microsoft,Industry Knowledge,Rapid Prototyping,1,0%
Microsoft,other skills,RapidMiner,1,0%
Amazon,other skills,RapidMiner,2,1%
Amazon,other skills,Raspberry Pi,1,1%
Google,other skills,Rates,1,1%
Amazon,other skills,Rattle,1,1%
Facebook,other skills,R-data visualization,1,0%
Google,Tools and Technologies,React.js,1,1%
Microsoft,Tools and Technologies,React.js,2,1%
Facebook,other skills,Reading,1,0%
Microsoft,other skills,Recherche,2,1%
Microsoft,other skills,Recommender Systems,1,0%
Facebook,other skills,Recommender Systems,3,1%
Google,other skills,Recommender Systems,2,1%
Amazon,other skills,Recommender Systems,4,2%
Google,other skills,Reconocimiento de patrones,1,1%
Amazon,other skills,Recurrent Neural Networks,1,1%
Amazon,Industry Knowledge,Redshift,1,1%
Amazon,Industry Knowledge,Regression,1,1%
Facebook,Industry Knowledge,Regression,2,1%
Microsoft,other skills,Regression Analysis,4,1%
Facebook,other skills,Regression Analysis,7,2%
Google,other skills,Regression Analysis,3,2%
Amazon,other skills,Regression Analysis,8,5%
Facebook,other skills,Regression Models,1,0%
Amazon,other skills,Regression Models,1,1%
Microsoft,other skills,Regression Models,2,1%
Facebook,Industry Knowledge,Regression Testing,1,0%
Amazon,Industry Knowledge,Regression Testing,1,1%
Microsoft,Industry Knowledge,Regression Testing,2,1%
Microsoft,other skills,Regular Expressions,1,0%
Amazon,Industry Knowledge,Reinforced Concrete,1,1%
Facebook,other skills,Reinforcement Learning,3,1%
Google,Tools and Technologies,Relational Databases,2,1%
Microsoft,Tools and Technologies,Relational Databases,2,1%
Facebook,other skills,Relationship Management,1,0%
Microsoft,other skills,Relationship Management,1,0%
Microsoft,Industry Knowledge,Release Management,1,0%
Amazon,other skills,Reliable,1,1%
Microsoft,Industry Knowledge,Remediation,1,0%
Amazon,Industry Knowledge,Renewable Energy,1,1%
Facebook,Industry Knowledge,Renewable Energy,6,2%
Google,Industry Knowledge,Renewable Energy,4,3%
Facebook,other skills,Report Design,1,0%
Microsoft,Industry Knowledge,Report Writing,1,0%
Facebook,Industry Knowledge,Report Writing,4,1%
Amazon,other skills,Report Writing,1,1%
Facebook,Industry Knowledge,Reporting & Analysis,1,0%
Microsoft,Industry Knowledge,Reporting & Analysis,1,0%
Facebook,Industry Knowledge,Requirements Analysis,7,2%
Google,Industry Knowledge,Requirements Analysis,3,2%
Apple,Industry Knowledge,Requirements Analysis,7,4%
Amazon,Industry Knowledge,Requirements Analysis,9,5%
Microsoft,Industry Knowledge,Requirements Analysis,16,5%
Amazon,Industry Knowledge,Requirements Gathering,2,1%
Facebook,Industry Knowledge,Requirements Gathering,4,1%
Microsoft,Industry Knowledge,Requirements Gathering,3,1%
Amazon,Industry Knowledge,Research,40,23%
Microsoft,Industry Knowledge,Research,85,26%
Apple,Industry Knowledge,Research,60,31%
Google,Industry Knowledge,Research,46,33%
Facebook,Industry Knowledge,Research,133,38%
Microsoft,Industry Knowledge,Research and Development (R&D),1,0%
Google,Industry Knowledge,Research and Development (R&D),1,1%
Amazon,Industry Knowledge,Research Design,2,1%
Microsoft,Industry Knowledge,Research Design,2,1%
Facebook,Industry Knowledge,Research Design,7,2%
Google,other skills,Research Design,1,1%
Amazon,Industry Knowledge,Reservoir Engineering,1,1%
Amazon,other skills,Reservoir Engineering,1,1%
Facebook,Tools and Technologies,REST,3,1%
Google,Tools and Technologies,REST,1,1%
Microsoft,Tools and Technologies,REST,3,1%
Amazon,Industry Knowledge,Retail,2,1%
Facebook,Industry Knowledge,Retail,5,1%
Microsoft,Industry Knowledge,Retail Banking,1,0%
Facebook,other skills,Retail Industry,1,0%
Amazon,other skills,Retail Sales Analysis,1,1%
Facebook,Industry Knowledge,Revenue Analysis,1,0%
Google,other skills,Revenue Forecasting,1,1%
Facebook,Industry Knowledge,Revenue Management,3,1%
Facebook,Industry Knowledge,RF,1,0%
Amazon,other skills,RHadoop,1,1%
Microsoft,other skills,RIA,1,0%
Facebook,other skills,Rifle Coaching,1,0%
Microsoft,Industry Knowledge,Risk Analysis,3,1%
Amazon,other skills,Risk Analytics,1,1%
Amazon,Industry Knowledge,Risk Assessment,1,1%
Microsoft,Industry Knowledge,Risk Management,5,2%
Amazon,Industry Knowledge,Risk Management,5,3%
Google,Industry Knowledge,Risk Management,4,3%
Facebook,Industry Knowledge,Risk Management,18,5%
Amazon,other skills,Risk Modelling,1,1%
Microsoft,other skills,RNAseq,1,0%
Microsoft,Industry Knowledge,Robotics,1,0%
Amazon,Industry Knowledge,Robotics,1,1%
Facebook,Industry Knowledge,Robotics,3,1%
Google,Industry Knowledge,Robotics,1,1%
Facebook,other skills,Robust Optimization,1,0%
Facebook,other skills,ROC,1,0%
Facebook,other skills,ROOT,2,1%
Google,other skills,ROOT,1,1%
Microsoft,Industry Knowledge,Root Cause Analysis,2,1%
Microsoft,other skills,Root Cause Problem Solving,1,0%
Google,Industry Knowledge,Routing,1,1%
Facebook,other skills,Routing,1,0%
Facebook,other skills,RPD,1,0%
Microsoft,other skills,R-Shiny,1,0%
Amazon,other skills,R-Shiny,1,1%
Facebook,other skills,RTB,1,0%
Facebook,Tools and Technologies,Ruby,4,1%
Microsoft,Tools and Technologies,Ruby on Rails,1,0%
Facebook,Tools and Technologies,Ruby on Rails,5,1%
Google,Tools and Technologies,Ruby on Rails,1,1%
Amazon,Tools and Technologies,Ruby on Rails,3,2%
Microsoft,other skills,RUP,1,0%
Google,Tools and Technologies,S3,1,1%
Facebook,Tools and Technologies,SaaS,4,1%
Google,Tools and Technologies,SaaS,2,1%
Microsoft,Tools and Technologies,SaaS,12,4%
Facebook,Tools and Technologies,Sage,1,0%
Amazon,Industry Knowledge,Sales,1,1%
Facebook,Industry Knowledge,Sales,4,1%
Google,Industry Knowledge,Sales,1,1%
Microsoft,Industry Knowledge,Sales,5,2%
Facebook,other skills,Sales Analysis,1,0%
Microsoft,Industry Knowledge,Sales Enablement,1,0%
Amazon,Industry Knowledge,Sales Management,1,1%
Facebook,Industry Knowledge,Sales Operations,1,0%
Microsoft,other skills,Sales Operations,1,0%
Microsoft,Industry Knowledge,Sales Process,1,0%
Amazon,Tools and Technologies,Salesforce.com,1,1%
Facebook,Tools and Technologies,Salesforce.com,4,1%
Google,Tools and Technologies,Salesforce.com,2,1%
Microsoft,Industry Knowledge,Sampling,2,1%
Facebook,Industry Knowledge,SAN,1,0%
Microsoft,Tools and Technologies,SAP,1,0%
Google,Tools and Technologies,SAP,2,1%
Amazon,Tools and Technologies,SAP,4,2%
Amazon,other skills,SAP APO,1,1%
Facebook,Tools and Technologies,SAP BusinessObjects,1,0%
Amazon,Tools and Technologies,SAP ERP,1,1%
Microsoft,other skills,SAP HANA,1,0%
Amazon,other skills,SAP HANA,2,1%
Amazon,Industry Knowledge,SAP Implementation,1,1%
Google,other skills,SAP IS-U,1,1%
Microsoft,other skills,SAP Logistics Execution,1,0%
Amazon,other skills,SAP Lumira,1,1%
Facebook,Tools and Technologies,SAP R/3,1,0%
Amazon,Tools and Technologies,SAP R/3,1,1%
Microsoft,Tools and Technologies,SAP Sales & Distribution,1,0%
Microsoft,other skills,SAP TSW,1,0%
Facebook,Tools and Technologies,SAS,55,16%
Microsoft,Tools and Technologies,SAS,55,17%
Google,Tools and Technologies,SAS,36,26%
Amazon,Tools and Technologies,SAS,53,30%
Apple,Tools and Technologies,SAS,63,32%
Microsoft,other skills,SAS Base,1,0%
Amazon,other skills,SAS Base,1,1%
Facebook,other skills,SAS Base,3,1%
Amazon,other skills,SAS Base,4,2%
Microsoft,other skills,SAS Certified Base Programmer,1,0%
Facebook,other skills,SAS Certified Base Programmer,2,1%
Amazon,other skills,SAS Data Integration,1,1%
Facebook,other skills,SAS E-Miner,2,1%
Google,other skills,SAS E-Miner,1,1%
Amazon,other skills,SAS E-Miner,5,3%
Microsoft,Tools and Technologies,SAS enterprise guide,1,0%
Amazon,other skills,SAS Implementation,1,1%
Facebook,other skills,SAS Markdown optimization,1,0%
Microsoft,Industry Knowledge,SAS Programming,22,7%
Facebook,Industry Knowledge,SAS Programming,33,9%
Amazon,Industry Knowledge,SAS Programming,26,15%
Amazon,Tools and Technologies,SAS Visual Analytics,1,1%
Microsoft,Industry Knowledge,SAS/SQL,1,0%
Apple,Tools and Technologies,Scala,7,4%
Google,Tools and Technologies,Scala,3,2%
Amazon,Tools and Technologies,Scala,6,3%
Facebook,Tools and Technologies,Scala,9,3%
Microsoft,Tools and Technologies,Scala,9,3%
Amazon,Industry Knowledge,Scalability,2,1%
Facebook,Industry Knowledge,Scalability,2,1%
Google,Industry Knowledge,Scalability,1,1%
Microsoft,Industry Knowledge,Scalability,10,3%
Microsoft,Tools and Technologies,SCCM,1,0%
Facebook,other skills,Scheme,1,0%
Amazon,other skills,Scheme,1,1%
Google,Industry Knowledge,Science,6,4%
Amazon,Industry Knowledge,Science,8,5%
Facebook,Industry Knowledge,Science,17,5%
Microsoft,Industry Knowledge,Science,18,5%
Apple,Industry Knowledge,Science,13,7%
Facebook,other skills,Science Education,1,0%
Google,other skills,Scientific Communications,1,1%
Amazon,other skills,Scientific Computing,2,1%
Facebook,other skills,Scientific Computing,5,1%
Apple,Other Skills,Scientific Computing,7,4%
Microsoft,other skills,Scientific Computing,13,4%
Google,other skills,Scientific Computing,9,6%
Facebook,other skills,Scientific Presentation,1,0%
Facebook,other skills,Scientific Programming,1,0%
Amazon,Industry Knowledge,Scientific Writing,2,1%
Google,Industry Knowledge,Scientific Writing,2,1%
Facebook,Industry Knowledge,Scientific Writing,7,2%
Microsoft,Industry Knowledge,Scientific Writing,7,2%
Amazon,other skills,Scikit,1,1%
Google,other skills,Scikit-Learn,1,1%
Facebook,other skills,Scikit-Learn,6,2%
Microsoft,other skills,Scikit-Learn,6,2%
Amazon,other skills,Scikit-Learn,5,3%
Facebook,other skills,SciPy,3,1%
Amazon,other skills,SciPy,3,2%
Microsoft,other skills,SciPy,5,2%
Facebook,other skills,Scooters,1,0%
Microsoft,Industry Knowledge,Scripting,1,0%
Facebook,Industry Knowledge,Scrum,5,1%
Google,Industry Knowledge,Scrum,1,1%
Amazon,Industry Knowledge,Scrum,4,2%
Microsoft,Industry Knowledge,Scrum,13,4%
Facebook,Industry Knowledge,SDLC,4,1%
Amazon,Industry Knowledge,SDLC,3,2%
Apple,Industry Knowledge,SDLC,5,3%
Microsoft,Industry Knowledge,SDLC,13,4%
Facebook,Industry Knowledge,SEA,2,1%
Google,Industry Knowledge,SEA,1,1%
Amazon,other skills,Seaborn,1,1%
Facebook,interpersonal skills,Search,1,0%
Google,interpersonal skills,Search,1,1%
Microsoft,interpersonal skills,Search,2,1%
Facebook,Industry Knowledge,Search Advertising,2,1%
Google,Industry Knowledge,Search Advertising,1,1%
Amazon,other skills,Search Algorithms,1,1%
Microsoft,other skills,Search Analysis,1,0%
Google,other skills,Search Engine,1,1%
Google,Industry Knowledge,Search Engine Marketing,1,1%
Facebook,other skills,Search Engine Marketing,1,0%
Facebook,Industry Knowledge,Search Engine Marketing (SEM),3,1%
Facebook,Industry Knowledge,Search Engine Optimization (SEO),3,1%
Microsoft,other skills,Search Engine Ranking,1,0%
Amazon,other skills,Search Engines,1,1%
Facebook,Industry Knowledge,Security,1,0%
Microsoft,Industry Knowledge,Security,6,2%
Microsoft,other skills,Security Incident Response,1,0%
Microsoft,other skills,Sediment,1,0%
Microsoft,other skills,Seeing the Bigger Picture,1,0%
