Company,Area,Skill,Count,% of Profiles
Facebook,top skills,Programming,2,1%
Facebook,top skills,Project Management,1,0%
Facebook,top skills,Public Finance,1,0%
Facebook,top skills,Public Speaking,3,1%
Facebook,top skills,Python,81,23%
Facebook,top skills,Quantitative Analytics,2,1%
Facebook,top skills,Quantitative Marketing,1,0%
Facebook,top skills,Quantitative Research,1,0%
Facebook,top skills,R,80,23%
Facebook,top skills,R programming,1,0%
Facebook,top skills,Recommender Systems,1,0%
Facebook,top skills,Recruiting,1,0%
Facebook,top skills,Research,24,7%
Facebook,top skills,Research Design,2,1%
Facebook,top skills,Revenue Analysis,1,0%
Facebook,top skills,Rock Climbing,1,0%
Facebook,top skills,Ruby on Rails,1,0%
Facebook,top skills,Sales,1,0%
Facebook,top skills,SAS,16,5%
Facebook,top skills,Science,3,1%
Facebook,top skills,Scientific Computing,3,1%
Facebook,top skills,Segmentation,1,0%
Facebook,top skills,Semiconductor Industry,1,0%
Facebook,top skills,Semiconductors,1,0%
Facebook,top skills,SEO,1,0%
Facebook,top skills,Simulations,2,1%
Facebook,top skills,Six Sigma,1,0%
Facebook,top skills,Social Media,2,1%
Facebook,top skills,Social Network Analysis,1,0%
Facebook,top skills,Social Sciences,1,0%
Facebook,top skills,Software Development,2,1%
Facebook,top skills,Software Engineering,3,1%
Facebook,top skills,Sourcing,1,0%
Facebook,top skills,Spark,1,0%
Facebook,top skills,Spectroscopy,1,0%
Facebook,top skills,Spring,1,0%
Facebook,top skills,SPSS,2,1%
Facebook,top skills,SQL,51,15%
Facebook,top skills,SSIS,1,0%
Facebook,top skills,Start-ups,4,1%
Facebook,top skills,Stata,8,2%
Facebook,top skills,Statistical Data Analysis,4,1%
Facebook,top skills,Statistical Modeling,14,4%
Facebook,top skills,Statistics,66,19%
Facebook,top skills,Strategic Planning,1,0%
Facebook,top skills,Strategy,6,2%
Facebook,top skills,Structural Econometrics,1,0%
Facebook,top skills,Tableau,4,1%
Facebook,top skills,Teaching,2,1%
Facebook,top skills,Teamwork,4,1%
Facebook,top skills,Teradata,1,0%
Facebook,top skills,Theatre,1,0%
Facebook,top skills,Time Series Analysis,1,0%
Facebook,top skills,top_skills,2,1%
Facebook,top skills,User Experience,1,0%
Facebook,top skills,Valuation,1,0%
Facebook,top skills,VBA,1,0%
Facebook,top skills,Web Analytics,2,1%
Facebook,top skills,Web Development,1,0%
Facebook,top skills,Weka,1,0%
